Date,HE,PGE,SCE,SDGE,VEA,CAISO Total
2/19/2014,22,11804,11569,2562,41,25976
2/19/2014,23,11122,10665,2301,37,24124
2/19/2014,24,10290,9881,2065,36,22273
2/20/2014,1,9699,9365,1918,35,21017
2/20/2014,2,9348,9013,1869,35,20265
2/20/2014,3,9160,8815,1824,36,19835
2/20/2014,4,9106,8787,1814,38,19744
2/20/2014,5,9426,9059,1872,41,20399
2/20/2014,6,10153,9810,2022,48,22032
2/20/2014,7,11159,10639,2293,55,24146
2/20/2014,8,11731,11002,2409,55,25197
2/20/2014,9,11699,11047,2441,49,25236
2/20/2014,10,11664,11308,2458,45,25476
2/20/2014,11,11613,11526,2492,42,25674
2/20/2014,12,11497,11675,2562,40,25774
2/20/2014,13,11383,11796,2567,39,25785
2/20/2014,14,11342,11934,2634,38,25948
2/20/2014,15,11221,12011,2632,38,25902
2/20/2014,16,11307,11977,2605,38,25927
2/20/2014,17,11419,11879,2622,40,25959
2/20/2014,18,11913,12231,2771,44,26960
2/20/2014,19,12820,12912,2948,47,28727
2/20/2014,20,12774,12685,2868,47,28373
2/20/2014,21,12417,12231,2751,46,27446
2/20/2014,22,11871,11478,2549,44,25941
2/20/2014,23,11135,10640,2293,41,24109
2/20/2014,24,10273,9940,2058,41,22311
2/21/2014,1,9701,9339,1900,41,20980
2/21/2014,2,9363,8973,1813,42,20191
2/21/2014,3,9187,8727,1800,44,19758
2/21/2014,4,9173,8685,1783,47,19688
2/21/2014,5,9431,8937,1789,51,20209
2/21/2014,6,10101,9641,1961,60,21763
2/21/2014,7,11130,10608,2221,68,24027
2/21/2014,8,11704,10929,2341,65,25038
2/21/2014,9,11661,11039,2422,57,25180
2/21/2014,10,11580,11307,2485,50,25422
2/21/2014,11,11453,11566,2512,44,25576
2/21/2014,12,11356,11667,2519,40,25582
2/21/2014,13,11227,11763,2541,39,25569
2/21/2014,14,11177,11901,2554,37,25669
2/21/2014,15,11126,11861,2550,36,25574
2/21/2014,16,11119,11715,2534,36,25405
2/21/2014,17,11230,11625,2547,37,25440
2/21/2014,18,11617,11834,2660,41,26152
2/21/2014,19,12429,12436,2841,45,27751
2/21/2014,20,12240,12202,2755,44,27241
2/21/2014,21,11888,11790,2648,44,26369
2/21/2014,22,11496,11298,2496,42,25331
2/21/2014,23,10981,10672,2283,40,23976
2/21/2014,24,10176,9936,2065,39,22217
2/22/2014,1,9556,9281,1900,40,20777
2/22/2014,2,9216,8832,1811,40,19900
2/22/2014,3,8999,8585,1786,43,19412
2/22/2014,4,8915,8520,1761,45,19242
2/22/2014,5,8959,8576,1740,49,19324
2/22/2014,6,9257,8895,1818,55,20024
2/22/2014,7,9548,9088,1910,62,20608
2/22/2014,8,9879,9191,1995,61,21127
2/22/2014,9,10164,9465,2118,55,21803
2/22/2014,10,10214,9743,2196,48,22200
2/22/2014,11,10213,9977,2245,43,22477
2/22/2014,12,10129,10045,2260,39,22473
2/22/2014,13,9998,10055,2267,37,22357
2/22/2014,14,9889,9960,2235,36,22119
2/22/2014,15,9848,9868,2202,35,21954
2/22/2014,16,9915,9849,2221,36,22022
2/22/2014,17,10150,9914,2266,38,22368
2/22/2014,18,10714,10375,2433,41,23564
2/22/2014,19,11687,11283,2662,44,25677
2/22/2014,20,11640,11172,2624,44,25480
2/22/2014,21,11338,10902,2535,42,24818
2/22/2014,22,11003,10384,2396,41,23823
2/22/2014,23,10487,9892,2212,39,22630
2/22/2014,24,9799,9355,2015,38,21206
2/23/2014,1,9257,8876,1871,37,20041
2/23/2014,2,8908,8705,1790,38,19442
2/23/2014,3,8781,8456,1771,40,19049
2/23/2014,4,8961,8314,1711,42,19029
2/23/2014,5,8982,8335,1724,45,19086
2/23/2014,6,9190,8520,1791,50,19551
2/23/2014,7,9543,8612,1859,56,20071
2/23/2014,8,9800,8708,1923,56,20488
2/23/2014,9,10179,9072,2007,51,21309
2/23/2014,10,10003,9298,2051,46,21398
2/23/2014,11,9914,9548,2083,42,21587
2/23/2014,12,9837,9684,2092,39,21653
2/23/2014,13,9780,9725,2098,38,21641
2/23/2014,14,9752,9763,2100,37,21652
2/23/2014,15,9769,9778,2120,37,21704
2/23/2014,16,9867,9726,2157,37,21787
2/23/2014,17,10130,9846,2230,38,22245
2/23/2014,18,10852,10425,2440,42,23759
2/23/2014,19,11989,11285,2732,46,26052
2/23/2014,20,12057,11257,2693,45,26051
2/23/2014,21,11702,10906,2582,43,25233
2/23/2014,22,11119,10401,2405,41,23965
2/23/2014,23,10358,9657,2169,38,22221
2/23/2014,24,9553,9250,1961,36,20799
2/24/2014,1,8929,8799,1823,35,19587
2/24/2014,2,8646,8636,1758,36,19075
2/24/2014,3,8560,8478,1755,38,18831
2/24/2014,4,8598,8505,1754,41,18897
2/24/2014,5,8887,8814,1776,46,19522
2/24/2014,6,9637,9525,1970,53,21185
2/24/2014,7,10832,10101,2241,62,23237
2/24/2014,8,11534,10620,2378,59,24591
2/24/2014,9,11492,10838,2435,52,24817
2/24/2014,10,11423,11067,2482,47,25020
2/24/2014,11,11398,11323,2509,43,25273
2/24/2014,12,11370,11484,2505,40,25399
2/24/2014,13,11343,11576,2506,39,25464
2/24/2014,14,11415,11697,2508,39,25658
2/24/2014,15,11421,11605,2507,38,25572
2/24/2014,16,11463,11596,2502,38,25599
2/24/2014,17,11615,11453,2529,39,25636
2/24/2014,18,12082,11813,2686,42,26624
2/24/2014,19,12979,12582,2945,46,28551
2/24/2014,20,12913,12432,2885,45,28274
2/24/2014,21,12434,12039,2762,43,27279
2/24/2014,22,11749,11331,2549,40,25669
2/24/2014,23,10776,10461,2269,37,23543
2/24/2014,24,9874,9646,2026,35,21581
2/25/2014,1,9285,9118,1870,35,20309
2/25/2014,2,9011,8829,1797,35,19672
2/25/2014,3,8831,8651,1779,37,19297
2/25/2014,4,8842,8618,1769,40,19268
2/25/2014,5,9065,8803,1774,45,19686
2/25/2014,6,9769,9407,1952,52,21180
2/25/2014,7,10974,10183,2221,60,23438
2/25/2014,8,11563,10676,2357,57,24653
2/25/2014,9,11586,10956,2404,51,24997
2/25/2014,10,11454,11099,2438,45,25035
2/25/2014,11,11363,11295,2469,42,25169
2/25/2014,12,11317,11499,2484,39,25339
2/25/2014,13,11303,11610,2488,39,25440
2/25/2014,14,11391,11661,2503,38,25593
2/25/2014,15,11376,11637,2496,38,25547
2/25/2014,16,11430,11580,2507,38,25556
2/25/2014,17,11555,11563,2540,39,25697
2/25/2014,18,11986,11960,2686,42,26674
2/25/2014,19,12976,12816,2942,45,28779
2/25/2014,20,12884,12684,2888,45,28501
2/25/2014,21,12437,12225,2766,43,27471
2/25/2014,22,11757,11444,2542,40,25783
2/25/2014,23,10856,10541,2262,37,23696
2/25/2014,24,9985,9739,2028,35,21787
2/26/2014,1,9381,9108,1871,34,20395
2/26/2014,2,9184,8756,1793,34,19768
2/26/2014,3,9100,8521,1782,36,19438
2/26/2014,4,8763,8470,1732,38,19004
2/26/2014,5,9027,8718,1783,42,19571
2/26/2014,6,9717,9441,1963,49,21170
2/26/2014,7,10894,10343,2246,56,23539
2/26/2014,8,11720,10795,2373,55,24944
2/26/2014,9,12011,11151,2420,49,25632
2/26/2014,10,12100,11449,2495,45,26088
2/26/2014,11,12148,11721,2561,41,26471
2/26/2014,12,12052,11778,2565,40,26436
2/26/2014,13,11964,11613,2552,39,26168
2/26/2014,14,11892,11535,2543,39,26010
2/26/2014,15,11937,11437,2520,39,25933
2/26/2014,16,12084,11446,2506,39,26075
2/26/2014,17,12288,11468,2528,41,26324
2/26/2014,18,12774,11989,2671,43,27477
2/26/2014,19,13377,12699,2918,47,29041
2/26/2014,20,13193,12666,2869,45,28773
2/26/2014,21,12755,12309,2742,44,27849
2/26/2014,22,12009,11507,2526,41,26083
2/26/2014,23,10974,10464,2253,38,23729
2/26/2014,24,10076,9786,2013,35,21910
2/27/2014,1,9459,9270,1854,33,20616
2/27/2014,2,9232,8927,1777,32,19968
2/27/2014,3,9202,8747,1760,32,19741
2/27/2014,4,8960,8727,1752,33,19472
2/27/2014,5,9056,8945,1764,35,19800
2/27/2014,6,9681,9468,1937,39,21125
2/27/2014,7,10778,10386,2215,45,23424
2/27/2014,8,11419,10740,2388,45,24591
2/27/2014,9,11481,11044,2500,42,25067
2/27/2014,10,11528,11263,2569,40,25400
2/27/2014,11,11503,11392,2615,39,25549
2/27/2014,12,11434,11527,2611,37,25610
2/27/2014,13,11350,11527,2579,37,25493
2/27/2014,14,11313,11570,2548,36,25467
2/27/2014,15,11261,11542,2529,36,25367
2/27/2014,16,11273,11456,2534,35,25298
2/27/2014,17,11417,11402,2577,37,25433
2/27/2014,18,11952,11853,2744,40,26590
2/27/2014,19,12789,12625,2904,44,28362
2/27/2014,20,12671,12448,2843,43,28006
2/27/2014,21,12261,12050,2724,42,27076
2/27/2014,22,11577,11310,2509,40,25436
2/27/2014,23,10735,10530,2240,37,23542
2/27/2014,24,9942,9820,2018,35,21816
2/28/2014,1,9345,9259,1862,34,20500
2/28/2014,2,9004,8848,1789,34,19674
2/28/2014,3,8763,8504,1767,34,19068
2/28/2014,4,8804,8456,1754,34,19048
2/28/2014,5,9010,8719,1776,36,19540
2/28/2014,6,9616,9228,1954,41,20839
2/28/2014,7,10651,10312,2246,45,23254
2/28/2014,8,11280,10868,2431,47,24626
2/28/2014,9,11483,11299,2559,48,25389
2/28/2014,10,11663,11711,2655,48,26078
2/28/2014,11,11755,11804,2736,45,26339
2/28/2014,12,11847,11667,2719,44,26277
2/28/2014,13,11747,11658,2691,46,26141
2/28/2014,14,11595,11618,2620,45,25878
2/28/2014,15,11424,11574,2587,46,25631
2/28/2014,16,11381,11599,2581,44,25605
2/28/2014,17,11521,11631,2636,45,25833
2/28/2014,18,11957,11929,2755,49,26689
2/28/2014,19,12607,12466,2881,53,28008
2/28/2014,20,12400,12278,2790,53,27520
2/28/2014,21,11964,11915,2673,50,26603
2/28/2014,22,11384,11339,2505,47,25275
2/28/2014,23,10665,10523,2290,44,23522
2/28/2014,24,9840,9734,2081,42,21696
3/1/2014,1,9259,9217,1914,41,20431
3/1/2014,2,8859,8841,1818,40,19558
3/1/2014,3,8602,8585,1759,41,18987
3/1/2014,4,8489,8431,1731,42,18693
3/1/2014,5,8526,8498,1746,44,18814
3/1/2014,6,8727,8685,1815,47,19274
3/1/2014,7,9192,8706,1903,52,19853
3/1/2014,8,9435,8920,1980,52,20387
3/1/2014,9,9902,9471,2136,49,21558
3/1/2014,10,10177,9961,2283,45,22466
3/1/2014,11,10214,10177,2323,42,22756
3/1/2014,12,10129,10173,2317,40,22659
3/1/2014,13,10115,10196,2319,38,22668
3/1/2014,14,10109,10065,2304,37,22515
3/1/2014,15,10029,9990,2294,36,22349
3/1/2014,16,10011,10018,2286,36,22351
3/1/2014,17,10168,10158,2322,38,22686
3/1/2014,18,10653,10721,2584,43,24001
3/1/2014,19,11572,11514,2740,46,25872
3/1/2014,20,11548,11403,2681,46,25678
3/1/2014,21,11243,11083,2582,46,24954
3/1/2014,22,10766,10596,2439,44,23845
3/1/2014,23,10163,9940,2238,43,22384
3/1/2014,24,9470,9275,2046,42,20833
3/2/2014,1,8923,8793,1898,41,19655
3/2/2014,2,8554,8377,1803,41,18775
3/2/2014,3,8345,8112,1748,42,18247
3/2/2014,4,8245,8018,1723,44,18030
3/2/2014,5,8286,8039,1730,47,18102
3/2/2014,6,8458,8228,1782,52,18520
3/2/2014,7,8803,8309,1824,57,18993
3/2/2014,8,9105,8362,1823,55,19345
3/2/2014,9,9700,8691,1844,53,20288
3/2/2014,10,10219,8974,1953,48,21194
3/2/2014,11,10461,9489,2252,43,22245
3/2/2014,12,10520,9769,2314,40,22643
3/2/2014,13,10453,9758,2319,38,22568
3/2/2014,14,10395,9793,2258,38,22484
3/2/2014,15,10361,9754,2242,38,22395
3/2/2014,16,10361,9725,2225,40,22351
3/2/2014,17,10539,9905,2277,42,22763
3/2/2014,18,11064,10527,2495,47,24133
3/2/2014,19,11991,11465,2749,49,26254
3/2/2014,20,12051,11452,2718,48,26269
3/2/2014,21,11709,11193,2608,46,25556
3/2/2014,22,11180,10747,2450,44,24421
3/2/2014,23,10339,9895,2213,40,22487
3/2/2014,24,9497,9125,1995,37,20654
3/3/2014,1,8962,8715,1851,36,19564
3/3/2014,2,8667,8377,1773,36,18853
3/3/2014,3,8506,8337,1732,38,18613
3/3/2014,4,8520,8333,1733,40,18626
3/3/2014,5,8796,8641,1804,44,19285
3/3/2014,6,9537,9478,2000,51,21066
3/3/2014,7,10684,10315,2245,58,23302
3/3/2014,8,11479,10771,2386,55,24691
3/3/2014,9,11720,10989,2426,48,25183
3/3/2014,10,11866,11110,2435,44,25455
3/3/2014,11,11888,11193,2430,41,25552
3/3/2014,12,11830,11400,2432,39,25701
3/3/2014,13,11760,11250,2438,38,25486
3/3/2014,14,11745,11344,2460,37,25586
3/3/2014,15,11678,11318,2453,35,25484
3/3/2014,16,11732,11258,2454,35,25479
3/3/2014,17,11932,11255,2478,36,25701
3/3/2014,18,12569,11801,2653,41,27064
3/3/2014,19,13288,12742,2920,46,28996
3/3/2014,20,13132,12711,2878,46,28767
3/3/2014,21,12691,12322,2767,45,27825
3/3/2014,22,11965,11553,2552,42,26112
3/3/2014,23,11128,10536,2261,38,23963
3/3/2014,24,10308,9617,2022,35,21982
3/4/2014,1,10244,9047,1867,34,21192
3/4/2014,2,9884,8708,1782,34,20408
3/4/2014,3,9574,8467,1731,34,19806
3/4/2014,4,9100,8415,1721,36,19272
3/4/2014,5,9147,8668,1775,38,19628
3/4/2014,6,9862,9411,1949,43,21265
3/4/2014,7,10987,10291,2217,49,23544
3/4/2014,8,11604,10706,2360,47,24717
3/4/2014,9,11749,11083,2463,44,25339
3/4/2014,10,11811,11351,2513,41,25716
3/4/2014,11,11871,11413,2522,40,25846
3/4/2014,12,11777,11393,2483,39,25692
3/4/2014,13,11553,11406,2443,39,25441
3/4/2014,14,11500,11419,2435,38,25392
3/4/2014,15,11417,11344,2426,37,25224
3/4/2014,16,11389,11314,2427,37,25167
3/4/2014,17,11386,11311,2457,38,25192
3/4/2014,18,11863,11774,2602,41,26280
3/4/2014,19,12794,12739,2868,45,28446
3/4/2014,20,12776,12641,2831,45,28293
3/4/2014,21,12416,12384,2721,43,27564
3/4/2014,22,11756,11656,2519,41,25972
3/4/2014,23,10980,10598,2247,38,23863
3/4/2014,24,10076,9773,2019,36,21904
3/5/2014,1,9595,9282,1871,35,20783
3/5/2014,2,9256,8916,1786,35,19993
3/5/2014,3,9057,8715,1736,36,19544
3/5/2014,4,9035,8654,1727,38,19454
3/5/2014,5,9234,8890,1784,42,19950
3/5/2014,6,9851,9520,1974,48,21393
3/5/2014,7,10873,10334,2219,55,23481
3/5/2014,8,11418,10730,2336,55,24539
3/5/2014,9,11518,10814,2368,50,24750
3/5/2014,10,11629,11088,2401,45,25163
3/5/2014,11,11719,11317,2444,41,25521
3/5/2014,12,11724,11505,2470,39,25738
3/5/2014,13,11685,11649,2494,39,25867
3/5/2014,14,11725,11809,2505,38,26077
3/5/2014,15,11713,11842,2499,39,26093
3/5/2014,16,11756,11784,2508,39,26087
3/5/2014,17,11856,11736,2526,39,26157
3/5/2014,18,12405,12246,2665,42,27358
3/5/2014,19,13164,13053,2891,46,29154
3/5/2014,20,13023,12851,2852,45,28771
3/5/2014,21,12617,12493,2741,43,27894
3/5/2014,22,11914,11696,2537,40,26187
3/5/2014,23,11016,10689,2258,37,24000
3/5/2014,24,10472,9681,2026,35,22214
3/6/2014,1,10244,9168,1872,34,21318
3/6/2014,2,9888,8788,1784,34,20494
3/6/2014,3,9682,8585,1733,34,20034
3/6/2014,4,9312,8480,1719,36,19547
3/6/2014,5,9146,8566,1767,39,19518
3/6/2014,6,9800,9349,1941,44,21134
3/6/2014,7,10875,10249,2191,50,23365
3/6/2014,8,11532,10788,2367,49,24736
3/6/2014,9,11569,10947,2482,44,25042
3/6/2014,10,11647,11230,2495,41,25413
3/6/2014,11,11723,11463,2478,41,25705
3/6/2014,12,11672,11622,2514,39,25847
3/6/2014,13,11540,11721,2543,38,25842
3/6/2014,14,11544,11910,2549,38,26041
3/6/2014,15,11513,11928,2537,38,26016
3/6/2014,16,11447,11863,2517,38,25865
3/6/2014,17,11549,11772,2542,39,25902
3/6/2014,18,11901,11928,2660,42,26531
3/6/2014,19,12832,13011,2906,45,28794
3/6/2014,20,12916,12869,2855,45,28685
3/6/2014,21,12502,12402,2742,43,27689
3/6/2014,22,11771,11638,2535,39,25983
3/6/2014,23,10965,10704,2263,36,23968
3/6/2014,24,10407,9787,2024,33,22251
3/7/2014,1,9923,9254,1860,31,21068
3/7/2014,2,9623,8913,1771,31,20338
3/7/2014,3,9711,8654,1722,31,20118
3/7/2014,4,9730,8638,1708,32,20108
3/7/2014,5,9882,8869,1755,35,20541
3/7/2014,6,10186,9462,1916,41,21605
3/7/2014,7,10793,10075,2148,47,23063
3/7/2014,8,11405,10606,2323,46,24380
3/7/2014,9,11517,11041,2437,44,25039
3/7/2014,10,11501,11321,2498,43,25363
3/7/2014,11,11452,11410,2527,41,25430
3/7/2014,12,11373,11564,2517,40,25494
3/7/2014,13,11207,11657,2507,39,25410
3/7/2014,14,11193,11700,2509,39,25441
3/7/2014,15,11183,11564,2496,38,25281
3/7/2014,16,11131,11488,2479,38,25136
3/7/2014,17,11228,11394,2492,39,25153
3/7/2014,18,11523,11564,2571,41,25699
3/7/2014,19,12336,12465,2801,45,27647
3/7/2014,20,12393,12338,2747,45,27523
3/7/2014,21,12034,12040,2641,43,26758
3/7/2014,22,11522,11441,2481,41,25485
3/7/2014,23,11033,10683,2269,39,24024
3/7/2014,24,10241,9833,2048,37,22159
3/8/2014,1,9668,9304,1848,36,20856
3/8/2014,2,9330,8899,1792,35,20056
3/8/2014,3,9098,8651,1740,36,19525
3/8/2014,4,8969,8539,1715,37,19260
3/8/2014,5,9041,8613,1731,40,19425
3/8/2014,6,9334,8814,1812,44,20004
3/8/2014,7,9545,8839,1869,48,20301
3/8/2014,8,9837,9005,1965,47,20854
3/8/2014,9,10168,9462,2082,44,21756
3/8/2014,10,10367,9855,2172,41,22435
3/8/2014,11,10430,10117,2223,39,22809
3/8/2014,12,10530,10212,2244,38,23024
3/8/2014,13,10446,10268,2253,37,23004
3/8/2014,14,10072,10296,2237,36,22641
3/8/2014,15,10082,10341,2243,36,22702
3/8/2014,16,10189,10433,2272,36,22930
3/8/2014,17,10417,10524,2335,38,23314
3/8/2014,18,10887,10820,2447,40,24194
3/8/2014,19,11772,11748,2686,44,26250
3/8/2014,20,11785,11683,2650,43,26161
3/8/2014,21,11444,11310,2553,41,25348
3/8/2014,22,11042,10745,2396,39,24222
3/8/2014,23,10675,10143,2197,37,23052
3/8/2014,24,9984,9411,2000,36,21431
3/9/2014,1,9423,8851,1848,35,20157
3/9/2014,2,9064,8449,1758,35,19306
3/9/2014,3,9064,8449,1758,35,19306
3/9/2014,4,9153,8202,1728,36,19119
3/9/2014,5,8921,8114,1698,38,18771
3/9/2014,6,8835,8191,1727,41,18794
3/9/2014,7,9120,8421,1808,46,19395
3/9/2014,8,9429,8420,1837,50,19736
3/9/2014,9,9667,8466,1921,49,20103
3/9/2014,10,10401,8824,2020,46,21291
3/9/2014,11,10480,9368,2107,42,21997
3/9/2014,12,10413,9545,2157,39,22154
3/9/2014,13,10479,9545,2198,38,22260
3/9/2014,14,10531,9731,2219,37,22518
3/9/2014,15,10474,9892,2240,37,22643
3/9/2014,16,10491,10083,2279,37,22890
3/9/2014,17,10619,10272,2320,38,23249
3/9/2014,18,10898,10508,2395,39,23840
3/9/2014,19,11342,10873,2511,41,24767
3/9/2014,20,12168,11789,2733,45,26735
3/9/2014,21,12191,11674,2681,43,26589
3/9/2014,22,11683,11101,2522,40,25346
3/9/2014,23,10873,10355,2273,36,23537
3/9/2014,24,10025,9581,2031,33,21670
3/10/2014,1,9340,8944,1863,31,20178
3/10/2014,2,8976,8515,1758,31,19280
3/10/2014,3,8807,8292,1705,31,18835
3/10/2014,4,8955,8224,1691,32,18902
3/10/2014,5,9147,8446,1734,35,19362
3/10/2014,6,9520,9121,1884,40,20565
3/10/2014,7,10451,10296,2172,46,22965
3/10/2014,8,11493,10867,2325,50,24735
3/10/2014,9,11645,11097,2375,47,25164
3/10/2014,10,11707,11485,2449,44,25685
3/10/2014,11,11712,11709,2509,42,25972
3/10/2014,12,11622,11952,2551,41,26166
3/10/2014,13,11474,12137,2583,40,26234
3/10/2014,14,11432,12260,2611,39,26342
3/10/2014,15,11404,12399,2606,38,26447
3/10/2014,16,11371,12387,2611,39,26408
3/10/2014,17,11360,12237,2610,39,26246
3/10/2014,18,11537,12090,2624,40,26291
3/10/2014,19,11808,12152,2670,41,26671
3/10/2014,20,12604,12980,2887,45,28516
3/10/2014,21,12689,12873,2809,43,28414
3/10/2014,22,12128,12244,2617,40,27029
3/10/2014,23,11492,11378,2341,36,25247
3/10/2014,24,10756,10295,2083,33,23167
3/11/2014,1,10204,9640,1892,32,21768
3/11/2014,2,9925,9181,1785,31,20922
3/11/2014,3,9704,8915,1724,32,20375
3/11/2014,4,9644,8796,1704,33,20177
3/11/2014,5,9858,8986,1747,35,20626
3/11/2014,6,10184,9635,1906,40,21765
3/11/2014,7,10951,10701,2211,46,23909
3/11/2014,8,11892,11309,2350,49,25600
3/11/2014,9,11909,11379,2386,48,25722
3/11/2014,10,11836,11563,2434,45,25878
3/11/2014,11,11755,11768,2487,42,26052
3/11/2014,12,11916,11889,2518,40,26363
3/11/2014,13,11772,12046,2535,40,26393
3/11/2014,14,11523,12229,2566,39,26357
3/11/2014,15,11410,12214,2543,38,26205
3/11/2014,16,11402,12187,2532,38,26159
3/11/2014,17,11480,12091,2521,38,26130
3/11/2014,18,11669,12021,2538,40,26268
3/11/2014,19,11937,12154,2600,43,26734
3/11/2014,20,12717,13055,2846,47,28665
3/11/2014,21,12808,12989,2781,47,28625
3/11/2014,22,12213,12294,2600,44,27151
3/11/2014,23,11357,11260,2319,41,24977
3/11/2014,24,10368,10300,2064,38,22770
3/12/2014,1,9811,9675,1889,37,21412
3/12/2014,2,9492,9216,1791,37,20536
3/12/2014,3,9714,8975,1738,38,20465
3/12/2014,4,9822,8890,1720,39,20471
3/12/2014,5,9689,9076,1764,43,20572
3/12/2014,6,9856,9418,1925,49,21248
3/12/2014,7,11022,10518,2231,58,23829
3/12/2014,8,11980,11086,2369,61,25496
3/12/2014,9,12028,11264,2412,55,25759
3/12/2014,10,11935,11424,2496,50,25905
3/12/2014,11,11899,11658,2498,45,26100
3/12/2014,12,11843,11790,2530,42,26205
3/12/2014,13,11803,11879,2536,40,26258
3/12/2014,14,11850,12020,2549,39,26458
3/12/2014,15,11635,12093,2545,38,26311
3/12/2014,16,11688,12064,2526,38,26316
3/12/2014,17,11719,11961,2521,38,26239
3/12/2014,18,11854,11875,2534,39,26302
3/12/2014,19,12001,12022,2577,41,26641
3/12/2014,20,12714,12900,2806,46,28466
3/12/2014,21,12808,12948,2770,45,28571
3/12/2014,22,12194,12282,2583,43,27102
3/12/2014,23,11429,11275,2313,40,25057
3/12/2014,24,10512,10247,2065,37,22861
3/13/2014,1,9844,9558,1888,36,21326
3/13/2014,2,9455,9135,1788,37,20415
3/13/2014,3,9181,9047,1729,38,19995
3/13/2014,4,9136,8999,1711,40,19886
3/13/2014,5,9314,8942,1751,45,20052
3/13/2014,6,9908,9515,1905,51,21379
3/13/2014,7,10933,10725,2212,60,23930
3/13/2014,8,11871,11251,2370,63,25555
3/13/2014,9,11862,11522,2416,57,25857
3/13/2014,10,11794,11688,2464,51,25997
3/13/2014,11,11781,11786,2473,47,26087
3/13/2014,12,11766,11844,2483,43,26136
3/13/2014,13,11710,11879,2477,41,26107
3/13/2014,14,11808,11973,2482,39,26302
3/13/2014,15,11833,11956,2453,39,26281
3/13/2014,16,11814,11910,2449,39,26212
3/13/2014,17,11872,11720,2449,39,26080
3/13/2014,18,11970,11604,2461,40,26075
3/13/2014,19,12099,11764,2522,42,26427
3/13/2014,20,12751,12737,2765,46,28299
3/13/2014,21,12839,12869,2721,46,28475
3/13/2014,22,12257,12208,2546,43,27054
3/13/2014,23,11493,11163,2291,40,24987
3/13/2014,24,10534,10181,2048,37,22800
3/14/2014,1,9909,9564,1876,36,21385
3/14/2014,2,9646,9162,1775,37,20620
3/14/2014,3,9555,9051,1715,38,20359
3/14/2014,4,9492,8976,1698,40,20206
3/14/2014,5,9524,9160,1744,43,20471
3/14/2014,6,9931,9530,1905,50,21416
3/14/2014,7,10875,10526,2211,58,23670
3/14/2014,8,11753,10941,2344,60,25098
3/14/2014,9,11836,11153,2385,55,25429
3/14/2014,10,11905,11310,2420,49,25684
3/14/2014,11,11886,11529,2445,44,25904
3/14/2014,12,11745,11601,2457,42,25845
3/14/2014,13,11558,11629,2450,41,25678
3/14/2014,14,11536,11721,2459,40,25756
3/14/2014,15,11545,11723,2454,39,25761
3/14/2014,16,11518,11698,2446,39,25701
3/14/2014,17,11581,11794,2455,39,25869
3/14/2014,18,11654,11690,2463,40,25847
3/14/2014,19,11763,11722,2488,41,26014
3/14/2014,20,12386,12638,2692,45,27761
3/14/2014,21,12452,12554,2660,44,27710
3/14/2014,22,11934,12004,2522,42,26502
3/14/2014,23,11369,11159,2313,38,24879
3/14/2014,24,10543,10208,2086,36,22873
3/15/2014,1,9848,9560,1906,34,21348
3/15/2014,2,9482,9111,1792,33,20418
3/15/2014,3,9266,8877,1731,33,19907
3/15/2014,4,9174,8773,1699,33,19679
3/15/2014,5,9231,8844,1708,34,19817
3/15/2014,6,9415,8907,1770,36,20128
3/15/2014,7,9793,9441,1907,40,21181
3/15/2014,8,10186,9546,1971,43,21746
3/15/2014,9,10465,9734,2084,43,22326
3/15/2014,10,10666,10058,2158,42,22924
3/15/2014,11,10735,10267,2201,41,23244
3/15/2014,12,10651,10410,2230,40,23331
3/15/2014,13,10540,10510,2237,39,23326
3/15/2014,14,10525,10570,2240,38,23373
3/15/2014,15,10509,10652,2267,38,23466
3/15/2014,16,10568,10745,2294,38,23645
3/15/2014,17,10746,10888,2326,38,23998
3/15/2014,18,10981,10997,2363,39,24380
3/15/2014,19,11224,11107,2414,40,24785
3/15/2014,20,11837,11818,2630,43,26328
3/15/2014,21,11943,11827,2610,42,26422
3/15/2014,22,11540,11341,2486,40,25407
3/15/2014,23,11085,10595,2284,37,24001
3/15/2014,24,10332,9870,2073,34,22309
3/16/2014,1,9684,9203,1892,33,20812
3/16/2014,2,9258,8757,1779,32,19826
3/16/2014,3,9002,8630,1718,33,19383
3/16/2014,4,8869,8450,1678,31,19028
3/16/2014,5,8856,8418,1678,34,18986
3/16/2014,6,9003,8345,1714,38,19100
3/16/2014,7,9342,8623,1805,44,19814
3/16/2014,8,9630,8516,1851,48,20045
3/16/2014,9,9949,8845,1966,47,20807
3/16/2014,10,10149,9195,2063,43,21450
3/16/2014,11,10271,9582,2155,41,22049
3/16/2014,12,10316,9924,2226,39,22505
3/16/2014,13,10186,10219,2276,39,22720
3/16/2014,14,10174,10414,2312,39,22939
3/16/2014,15,10221,10709,2347,39,23316
3/16/2014,16,10339,10993,2392,39,23763
3/16/2014,17,10572,11206,2444,40,24262
3/16/2014,18,10932,11280,2490,42,24744
3/16/2014,19,11307,11317,2546,42,25212
3/16/2014,20,11984,11989,2747,46,26766
3/16/2014,21,12177,11979,2709,44,26909
3/16/2014,22,11635,11441,2529,41,25646
3/16/2014,23,10845,10512,2275,37,23669
3/16/2014,24,10031,9718,2026,33,21808
3/17/2014,1,9813,9178,1859,31,20881
3/17/2014,2,9773,8774,1761,31,20339
3/17/2014,3,9620,8675,1702,31,20028
3/17/2014,4,9588,8667,1683,32,19970
